CustomerID,Name,State,Education,Gender,Age,Married,NumPets,JoinDate,TransactionDate,MonthlySpend,DaysSinceLastInteraction
CUST10787,Louis Gibson,Colorado,Associate,Non-Binary,47,No,1,7/4/24,11/29/24,274.51,244
CUST10227,William Mclean,California,PhD,Female,64,Yes,0,12/20/23,7/19/24,297.69,377
CUST10994,Misty Davis,Colorado,Master,Non-Binary,36,Yes,3,1/6/23,4/20/23,340.62,833
CUST10752,Paula Ross,Washington,Bachelor,Non-Binary,46,Yes,2,4/4/21,8/13/23,437.95,718
CUST10703,Gregory Perry,New York,High School,Non-Binary,55,No,2,1/21/22,11/20/23,60.09,619
CUST10859,Tyler Garza,Illinois,Bachelor,Female,30,Yes,2,1/16/23,7/30/23,514.22,732
CUST10212,Joseph Williams,Arizona,Associate,Female,39,No,1,3/13/21,10/9/23,141.92,661
CUST10568,Scott Weeks,New York,Associate,Female,62,No,0,7/17/23,5/15/24,73.94,442
CUST10492,Frank Wyatt,New York,PhD,Non-Binary,55,No,3,11/21/22,12/2/23,157.25,607
CUST10773,Leslie Park PhD,Colorado,PhD,Female,41,No,2,9/26/23,9/29/23,411.94,671
CUST10614,Cynthia Campbell,California,Associate,Male,27,No,1,6/1/21,4/24/22,90.28,1194
CUST10325,Valerie Shelton,New York,Associate,Male,21,No,0,3/17/22,3/17/25,158.83,136
CUST10409,Gwendolyn Brooks,Illinois,High School,Female,26,Yes,0,4/1/21,8/11/21,449.26,1450
CUST10630,Ronald Stevens,Colorado,High School,Female,47,No,3,12/16/21,7/30/22,451.79,1097
CUST10499,Kathryn Campbell,Florida,Associate,Female,34,No,1,11/13/23,1/25/25,271.17,187
CUST10826,Elizabeth Mason,Washington,Associate,Non-Binary,75,Yes,1,8/4/20,10/24/23,172.7,646
CUST10921,Rhonda Sanchez,California,Associate,Female,44,Yes,0,1/14/23,11/13/24,310.85,260
CUST10406,Kimberly Huynh,California,Bachelor,Male,52,Yes,4,8/24/21,3/24/24,653.66,494
CUST10756,Melissa Roberts,Illinois,PhD,Male,24,No,2,3/30/24,6/7/25,469.34,54
CUST10582,Adrian Henry,Texas,Master,Non-Binary,26,No,2,12/14/21,9/1/23,486.78,699
CUST10386,Courtney Nelson,New York,High School,Male,71,No,2,9/20/20,12/9/21,348.91,1330
CUST10683,Richard Erickson,California,Associate,Female,22,No,1,9/26/22,12/12/22,740.79,962
CUST10473,Christopher Daniels,Georgia,Associate,Male,63,No,2,5/20/24,7/5/25,67.78,26
CUST10273,Ashley Keller,Georgia,PhD,Non-Binary,46,No,0,1/27/23,7/22/24,852.06,374
CUST10730,Willie Chandler,Georgia,Associate,Male,27,No,2,6/21/22,9/5/23,445.03,695
CUST10472,Heather Ferguson,Georgia,Master,Male,38,No,2,3/20/24,2/2/25,162.39,179
CUST10343,Laura Atkins,Arizona,Bachelor,Non-Binary,52,Yes,1,5/26/23,6/30/25,251.17,31
CUST10879,Kristina Pineda,Washington,PhD,Non-Binary,41,Yes,1,11/7/22,3/28/23,796.36,856
CUST10665,Eric Christian,Colorado,Bachelor,Female,43,No,0,12/9/21,5/20/22,623.8,1168
CUST10283,Adam Davis,Illinois,High School,Male,51,No,0,6/13/22,7/21/22,613.76,1106
CUST10440,Linda Merritt,Colorado,Master,Non-Binary,40,Yes,1,4/19/22,10/23/22,45.96,1012
CUST10160,Donald Jones,Illinois,PhD,Female,74,No,0,8/15/20,5/16/24,249.01,441
CUST10812,Alison Stanley,New York,Master,Non-Binary,45,No,2,2/15/21,8/8/24,716.3,357
CUST10568,Scott Weeks,New York,Associate,Female,62,No,0,7/17/23,9/22/24,410.03,312
CUST10862,James Blake,Texas,Associate,Non-Binary,26,No,0,3/20/21,7/9/24,272.35,387
CUST10986,Catherine Choi,Texas,PhD,Female,40,No,2,5/23/22,2/27/25,303.44,154
CUST10100,Timothy Cook,Georgia,High School,Female,39,Yes,1,7/28/24,7/26/25,102.65,5
CUST10149,Kayla Ortiz,Washington,PhD,Non-Binary,73,No,2,11/9/22,10/27/23,288.75,643
CUST10250,Alicia Higgins,Texas,Master,Female,74,Yes,1,10/15/23,5/9/25,159.35,83
CUST10974,Mr. Wesley Martin Jr.,Ohio,Bachelor,Non-Binary,68,Yes,1,4/27/24,1/3/25,261.86,209
CUST10364,Douglas Sullivan DDS,Arizona,Master,Male,80,No,0,1/30/23,12/17/24,229.02,226
CUST10571,Frederick Chandler,New York,High School,Male,73,No,0,7/13/21,7/23/24,161.03,373
CUST10060,Nathaniel Price,California,Master,Female,47,No,2,12/14/22,4/3/25,447.56,119
CUST10158,Heather Brown,New York,Bachelor,Male,21,Yes,2,12/6/21,6/4/25,296.45,57
CUST10303,Antonio Sanchez,Colorado,Associate,Male,26,Yes,2,11/7/22,5/19/24,924.52,438
CUST10775,Luis Huffman,Ohio,Master,Non-Binary,39,No,4,9/3/23,3/16/25,412.8,137
CUST10294,Connor Young,New York,High School,Male,66,Yes,1,6/1/21,5/10/22,410.53,1178
CUST10143,Catherine Church,Georgia,PhD,Non-Binary,74,No,2,9/12/23,7/24/25,97.8,7
CUST10481,Jenna Butler,New York,Master,Female,30,Yes,2,6/3/24,9/21/24,314.4,313
CUST10595,Maria Jackson,California,Master,Female,72,No,2,9/8/23,6/11/24,149.25,415
CUST10955,Nicole Garcia,Colorado,Bachelor,Female,30,Yes,1,11/3/23,7/26/25,849.4,5
CUST10671,Michael Edwards,Illinois,Bachelor,Non-Binary,63,No,1,3/30/22,5/23/25,413.67,69
CUST10423,Danielle Miller,Arizona,PhD,Female,51,No,0,5/31/23,4/22/24,140.43,465
CUST10690,Leah Moore,Arizona,Bachelor,Non-Binary,24,Yes,1,7/24/21,11/27/23,129.46,612
CUST10083,Marc Olson,Florida,Associate,Non-Binary,73,No,2,11/17/22,2/8/23,368.41,904
CUST10217,Sara Patton MD,Georgia,Master,Male,49,Yes,3,7/28/21,8/14/23,20.55,717
CUST10295,Lisa Ball,Arizona,Master,Male,26,No,3,2/5/24,1/22/25,797.81,190
CUST10800,Michael Tate,Colorado,Associate,Male,39,Yes,0,10/30/23,3/13/24,556.01,505
CUST10690,Leah Moore,Arizona,Bachelor,Non-Binary,24,Yes,1,7/24/21,2/25/22,417.72,1252
CUST10077,James Chang,Georgia,Associate,Non-Binary,76,Yes,2,10/10/22,1/15/23,340.98,928
CUST10101,Melissa Flores,Georgia,Master,Non-Binary,78,No,2,1/6/23,7/23/24,510.37,373
CUST10982,Annette Martin,New York,Master,Female,66,Yes,4,5/12/21,12/24/22,64.24,950
CUST10090,Cameron Bowen,Arizona,Master,Female,32,No,2,10/29/22,2/8/23,133.88,904
CUST10960,Michael Stephenson,Ohio,PhD,Female,49,Yes,2,4/26/22,5/24/23,239.92,799
CUST10059,Amy Davis,Georgia,PhD,Male,21,Yes,2,10/20/21,11/3/24,572.19,270
CUST10580,Kayla Gonzalez,Georgia,High School,Female,45,No,1,11/28/21,2/21/23,525.69,891
CUST10234,Chelsea Reynolds,Illinois,Master,Non-Binary,73,Yes,1,7/2/23,1/15/24,157.94,563
CUST10725,John Tyler,Arizona,Bachelor,Female,69,No,2,6/18/23,3/20/24,216.72,498
CUST10117,Jeffrey Miles,Arizona,High School,Male,21,Yes,2,9/28/20,5/5/22,306.32,1183
CUST10273,Ashley Keller,Georgia,PhD,Non-Binary,46,No,0,1/27/23,6/15/25,333.89,46
CUST10368,Benjamin Weber,Washington,Associate,Male,34,Yes,2,1/11/21,3/3/24,173.42,515
CUST10274,Tracy Tate,Illinois,Master,Female,51,Yes,0,7/5/23,12/29/23,854.78,580
CUST10558,Andrew Rivera,Colorado,High School,Male,69,No,2,6/13/24,4/22/25,318.65,100
CUST10238,Ruben Hendricks,Texas,Master,Male,52,No,1,6/7/24,5/2/25,1349.12,90
CUST10854,Brittany Fox,New York,Master,Male,74,Yes,0,4/12/23,1/12/25,325.72,200
CUST10749,Bradley Hicks,Washington,PhD,Non-Binary,24,Yes,2,12/11/23,5/5/24,662.99,452
CUST10616,Mark Ryan,New York,Bachelor,Male,66,No,0,3/28/21,4/20/21,159.41,1563
CUST10333,Wendy Ponce,Ohio,Master,Male,60,Yes,4,5/12/24,7/6/24,211.22,390
CUST10520,Crystal Horton,Georgia,Master,Non-Binary,18,No,1,11/9/20,3/7/25,325.13,146
CUST10776,Christopher Smith,Washington,Master,Male,60,Yes,0,5/3/24,6/25/24,154.79,401
CUST10137,Brian Meyer Jr.,Washington,Master,Non-Binary,61,No,3,10/24/22,6/7/25,236.88,54
CUST10228,Victor Johnston DDS,Colorado,High School,Male,47,No,4,10/7/22,7/21/25,125.34,10
CUST10476,Brad Jones,Illinois,Bachelor,Male,56,No,0,1/21/24,9/3/24,328.84,331
CUST10618,Kelly Beard,Colorado,Bachelor,Non-Binary,58,Yes,1,3/17/21,12/30/24,68.77,213
CUST10715,Nicholas Bond,California,Associate,Male,75,Yes,2,8/24/20,3/13/25,394.44,140
CUST10017,Kenneth Ferguson,Florida,High School,Male,74,No,1,7/25/23,10/9/23,176.93,661
CUST10500,Sandra Matthews,Ohio,Master,Non-Binary,72,Yes,2,1/20/23,7/17/24,927.98,379
CUST10176,Phyllis Mason,California,PhD,Female,38,No,3,5/2/21,6/5/23,559.32,787
CUST10956,Richard Mercado,New York,Bachelor,Non-Binary,74,No,1,5/25/21,7/10/25,243.4,21
CUST10861,Angela Johnson,California,High School,Non-Binary,32,No,0,11/16/23,2/18/24,147.58,529
CUST10267,Melissa Marshall,Arizona,Associate,Non-Binary,57,Yes,1,4/3/23,3/6/25,245.41,147
CUST10578,Robert Smith,California,Master,Male,74,No,0,12/17/22,8/22/23,415.19,709
CUST10427,Jesse Robinson,Washington,Master,Male,75,No,0,2/14/22,11/17/24,826.72,256
CUST10394,Stuart Young,California,Bachelor,Female,33,No,1,2/10/21,2/4/22,584.34,1273
CUST10794,Whitney Nichols,Georgia,Bachelor,Female,43,No,1,3/7/21,12/11/24,471.02,232
CUST10221,Susan Reed,Texas,Bachelor,Male,25,Yes,1,4/3/23,7/24/24,267.12,372
CUST10716,John Lopez,Georgia,High School,Non-Binary,79,No,0,12/29/20,3/28/22,175.87,1221
CUST10975,Max Carson,Ohio,Master,Male,34,No,0,3/10/21,6/15/22,834.49,1142
CUST10311,Dennis Moss,Ohio,Bachelor,Female,53,Yes,2,6/15/23,10/29/24,41.2,275
CUST10241,Logan Garcia,Georgia,High School,Non-Binary,69,Yes,1,3/23/22,3/13/24,481.14,505
CUST10061,Robert Humphrey,Florida,Bachelor,Female,33,Yes,2,8/4/23,6/2/25,494.43,59
CUST10881,Charles Roach,Illinois,Master,Non-Binary,63,Yes,2,1/24/24,11/13/24,446,260
CUST10901,Matthew Miller,Ohio,High School,Male,23,No,2,2/9/22,3/21/25,789.32,132
CUST10083,Marc Olson,Florida,Associate,Non-Binary,73,No,2,11/17/22,12/6/23,334.67,603
CUST10297,Michelle Rogers,Arizona,Master,Female,40,Yes,2,7/24/24,11/27/24,202.36,246
CUST10550,Derrick Daniel,Colorado,Bachelor,Male,77,No,2,3/7/22,11/14/22,469.1,990
CUST10300,Jennifer Williams,California,Associate,Male,61,Yes,1,6/25/22,9/27/23,350.35,673
CUST10249,Randall Johnson,Arizona,PhD,Male,73,No,2,10/14/23,2/27/24,135.87,520
CUST10987,Victoria Wolf,Ohio,PhD,Male,22,Yes,4,4/7/24,5/13/25,58.07,79
CUST10711,Tanya Moore,Arizona,PhD,Male,73,Yes,4,8/30/23,2/23/25,320.57,158
CUST10921,Rhonda Sanchez,California,Associate,Female,44,Yes,0,1/14/23,5/11/25,797.04,81
CUST10138,Chelsea James,Texas,PhD,Male,69,No,2,6/14/24,2/11/25,157.98,170
CUST10510,Timothy Mclaughlin,Illinois,Bachelor,Non-Binary,20,No,0,9/8/20,9/14/23,168.39,686
CUST10435,Ralph Brown,Florida,Bachelor,Female,37,Yes,2,11/18/20,10/20/23,248.75,650
CUST10029,Amanda Rogers,Washington,PhD,Female,37,No,2,12/10/23,5/9/24,118.46,448
CUST10178,Ryan Diaz,Florida,Master,Female,18,Yes,3,7/3/21,4/30/25,160.89,92
CUST10965,Kristin Dillon,Illinois,Master,Male,40,Yes,2,7/29/22,4/22/24,619.77,465
CUST10484,Jason Richardson,Texas,PhD,Female,52,Yes,1,2/6/22,5/18/25,313.63,74
CUST10388,Ronald Ramirez,Illinois,High School,Male,50,No,2,5/24/22,9/22/24,1210.15,312
CUST10949,Craig Cook,Ohio,Master,Female,39,Yes,0,4/28/22,9/3/23,540.95,697
CUST10948,Patricia Koch,Texas,PhD,Male,28,Yes,2,1/7/21,10/24/23,317.53,646
CUST10355,Wendy Diaz,Ohio,High School,Male,22,Yes,2,6/5/22,10/21/22,141.05,1014
CUST10336,Garrett Sanders,Florida,Master,Non-Binary,69,No,3,10/17/21,3/13/24,585.95,505
CUST10853,Ryan Miller,Florida,High School,Non-Binary,55,No,0,6/20/22,2/14/23,259.69,898
CUST10738,Tanya Wilkinson,New York,Associate,Non-Binary,62,Yes,0,2/9/23,9/3/23,294.34,697
CUST10487,Theresa Crawford,Georgia,PhD,Male,18,Yes,1,11/4/23,4/11/25,1186.22,111
CUST10542,Catherine Haynes,Texas,PhD,Female,18,No,0,10/17/23,12/14/24,156.48,229
CUST10183,Casey Arnold,Florida,PhD,Female,24,No,1,8/22/23,11/12/23,286.01,627
CUST10916,Morgan Smith,Texas,Associate,Non-Binary,74,No,3,3/6/21,5/22/22,630.42,1166
CUST10543,Amber Lewis,Georgia,High School,Male,46,Yes,3,7/9/23,9/29/24,270.29,305
CUST10431,Daniel Fernandez,California,Associate,Female,36,Yes,0,7/4/21,10/5/24,281.53,299
CUST10438,Natasha Buchanan,Illinois,High School,Non-Binary,48,Yes,0,1/13/24,7/12/25,164.53,19
CUST10557,Shane Ross,Texas,Associate,Male,23,Yes,3,3/15/21,4/5/22,469.84,1213
CUST10897,Richard Becker,Washington,High School,Male,27,Yes,4,4/22/22,1/29/23,368.3,914
CUST10604,Bethany Sanders,Colorado,Associate,Female,38,Yes,2,8/20/23,12/14/23,490.25,595
CUST10179,Michael King,California,Bachelor,Female,65,No,2,7/6/24,2/25/25,438.16,156
CUST10986,Catherine Choi,Texas,PhD,Female,40,No,2,5/23/22,1/6/25,430.08,206
CUST10623,Dennis Howell,Georgia,PhD,Male,77,No,2,1/6/24,3/28/25,461.46,125
CUST10329,Gary Campbell,California,PhD,Male,43,No,1,3/14/24,5/2/24,333.13,455
CUST10197,Nicole Alvarez,Washington,Master,Male,46,Yes,1,8/26/21,7/26/23,757.49,736
CUST10776,Christopher Smith,Washington,Master,Male,60,Yes,0,5/3/24,8/13/24,229.45,352
CUST10392,Philip Moore,Illinois,Bachelor,Male,37,No,0,1/13/21,12/8/24,145.52,235
CUST10696,Cheryl Payne,Ohio,Associate,Non-Binary,38,No,1,9/7/23,10/21/24,466.33,283
CUST10797,Michael Cameron,Florida,Bachelor,Non-Binary,27,No,0,5/26/21,3/13/25,1028.58,140
CUST10938,John Price,California,PhD,Male,44,No,2,8/31/20,6/5/25,486.94,56
CUST10577,Brandon Williams,California,Associate,Non-Binary,19,Yes,3,5/25/24,5/27/25,522.24,65
CUST10706,Ronald Becker,California,PhD,Non-Binary,22,No,2,3/8/24,6/4/24,357.72,422
CUST10896,Charles Love,Illinois,High School,Non-Binary,38,No,2,10/17/22,12/9/22,157.78,965
CUST10914,Austin Sweeney,Ohio,Master,Non-Binary,56,Yes,2,9/22/20,1/17/23,729.14,926
CUST10648,Marcus Anderson,Florida,PhD,Non-Binary,19,No,1,6/24/21,3/30/23,321.94,854
CUST10645,Scott Daniels,Ohio,Bachelor,Female,41,Yes,2,5/24/23,2/23/24,135.3,524
CUST10917,Beth Henry,Illinois,Bachelor,Female,51,No,1,1/2/24,3/16/25,389.98,137
CUST10949,Craig Cook,Ohio,Master,Female,39,Yes,0,4/28/22,4/13/24,193.87,474
CUST10933,Jonathan Lewis,Texas,Associate,Male,37,Yes,3,2/16/22,4/7/25,128.1,115
CUST10040,Natalie Gonzales DDS,California,Associate,Non-Binary,78,Yes,0,9/20/21,1/21/25,367.48,191
CUST10845,Jennifer Khan,Washington,PhD,Female,78,Yes,1,10/27/23,11/17/23,261.15,622
CUST10874,Shannon Clayton,Arizona,PhD,Female,53,No,2,9/11/22,2/15/23,386.91,897
CUST10306,Brittany Huff,Florida,Master,Female,54,No,2,10/10/22,7/27/23,364.41,735
CUST10291,Jeffrey Johnson,Arizona,Bachelor,Male,45,Yes,1,3/28/24,7/4/24,251.3,392
CUST10759,Christine Adkins,New York,Bachelor,Non-Binary,40,No,0,1/28/24,4/19/24,131.74,468
CUST10777,Andrew Walker,Georgia,Master,Female,46,Yes,1,10/28/22,10/14/24,181.31,290
CUST10140,Sean Becker,Texas,Associate,Male,41,No,2,6/10/24,7/14/24,528.58,382
CUST10061,Robert Humphrey,Florida,Bachelor,Female,33,Yes,2,8/4/23,10/16/24,260.61,288
CUST10992,Sheila Gonzales,Arizona,Associate,Female,48,Yes,1,7/7/22,9/22/24,308.97,312
CUST10846,Donna Carlson,Georgia,Master,Female,50,Yes,1,1/12/22,11/9/24,1098.31,264
CUST10839,Samuel Barron,California,Master,Non-Binary,54,Yes,2,5/27/21,6/22/22,151.85,1135
CUST10884,Dennis Brennan,Florida,Bachelor,Female,73,No,2,5/28/23,9/27/24,623.54,307
CUST10465,Juan Zamora,Colorado,High School,Female,51,No,1,3/3/23,4/11/25,342.75,111
CUST10473,Christopher Daniels,Georgia,Associate,Male,63,No,2,5/20/24,6/3/25,236.93,58
CUST10209,Richard Brown,New York,High School,Male,71,Yes,2,4/6/23,5/21/23,266.76,802
CUST10500,Sandra Matthews,Ohio,Master,Non-Binary,72,Yes,2,1/20/23,9/29/24,494.73,305
CUST10977,Charles Harris,Ohio,Associate,Female,31,Yes,4,3/12/21,11/25/21,198.57,1344
CUST10208,Daniel Patton,Arizona,Associate,Male,62,Yes,0,10/29/20,11/28/21,313.45,1341
CUST10392,Philip Moore,Illinois,Bachelor,Male,37,No,0,1/13/21,7/28/23,173.56,734
CUST10284,Diane Bowen,California,Associate,Non-Binary,20,No,1,6/26/24,9/5/24,545.63,329
CUST10622,Andre Dennis,Illinois,Bachelor,Male,34,Yes,0,9/17/22,4/19/25,358.66,103
CUST10847,Rebecca Mitchell,Illinois,Bachelor,Non-Binary,42,Yes,2,10/22/22,3/7/24,274.9,511
CUST10072,Scott Williams,Florida,Bachelor,Male,54,No,0,3/18/22,3/29/24,168.97,489
CUST10684,David Roy,Illinois,High School,Male,27,No,0,9/22/21,3/12/25,682.5,141
CUST10430,Sandra King,Texas,Bachelor,Non-Binary,46,No,0,10/24/21,11/9/21,644.4,1360
CUST10077,James Chang,Georgia,Associate,Non-Binary,76,Yes,2,10/10/22,12/1/24,243.11,242
CUST10816,Victoria Smith,Colorado,Bachelor,Non-Binary,38,No,2,12/26/23,1/21/24,56.04,557
CUST10026,Joseph Mcbride,Washington,High School,Male,27,Yes,0,12/7/21,6/9/22,132.24,1148
CUST10789,Chelsea Jenkins,Florida,PhD,Female,30,No,1,12/11/22,7/20/23,184.19,742
CUST10749,Bradley Hicks,Washington,PhD,Non-Binary,24,Yes,2,12/11/23,2/10/25,104.11,171
CUST10915,Robert Jones,New York,High School,Female,61,No,2,8/5/22,5/9/25,142.4,83
CUST10774,Brad Guzman,Texas,Associate,Female,43,Yes,2,5/15/21,3/17/25,131.31,136
CUST10337,William Cohen,Illinois,PhD,Non-Binary,20,No,0,8/14/21,4/29/24,214.5,458
CUST10953,Bobby Reed,Colorado,PhD,Female,38,No,0,10/19/21,7/25/22,584.55,1102
CUST10493,Angela Massey,Washington,Bachelor,Non-Binary,65,No,4,6/15/23,4/4/24,669.58,483
CUST10539,Richard Price,Texas,Associate,Female,19,Yes,2,1/4/21,5/13/22,16.05,1175
CUST10105,Shelley King,Colorado,Bachelor,Male,65,No,2,6/22/22,9/4/24,47.49,330
CUST10128,Zachary Gonzalez,California,Associate,Female,48,No,1,10/25/23,12/8/23,395.09,601
CUST10816,Victoria Smith,Colorado,Bachelor,Non-Binary,38,No,2,12/26/23,12/31/23,608.76,578
CUST10231,Carrie Williams,Ohio,PhD,Male,28,No,1,10/8/20,2/2/21,195.84,1640
CUST10257,Mary Wilkins,Washington,Associate,Non-Binary,41,No,0,8/1/22,6/21/25,90.19,40
CUST10883,Susan Larson,Texas,PhD,Female,58,No,0,1/6/22,9/17/23,241.38,683
CUST10294,Connor Young,New York,High School,Male,66,Yes,1,6/1/21,6/13/22,34.15,1144
CUST10311,Dennis Moss,Ohio,Bachelor,Female,53,Yes,2,6/15/23,12/13/24,101.25,230
CUST10134,Travis Barber,Ohio,Bachelor,Male,67,Yes,0,11/15/20,2/27/25,391.39,154
CUST10139,Julie Preston,Colorado,PhD,Non-Binary,18,Yes,3,3/29/24,5/30/24,567.18,427
CUST10563,Jim Johnson PhD,Illinois,Associate,Male,44,No,2,12/27/21,3/24/23,89.6,860
CUST10810,Richard Bailey,Illinois,High School,Non-Binary,77,Yes,0,1/8/23,12/17/24,277.92,226
CUST10004,Randy Richardson,Ohio,Associate,Non-Binary,68,No,1,8/1/22,12/28/23,450.11,581
CUST10103,Brooke Hendricks,Texas,Master,Male,27,Yes,0,8/12/23,4/13/25,85.6,109
CUST10441,Erin Gutierrez,Texas,Associate,Female,56,Yes,1,12/6/21,8/24/22,193.31,1072
CUST10125,Erik Campbell,Arizona,PhD,Non-Binary,64,Yes,1,12/31/22,7/2/23,1237.97,760
CUST10738,Tanya Wilkinson,New York,Associate,Non-Binary,62,Yes,0,2/9/23,9/3/24,299.6,331
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,8/17/20,11/10/23,210.59,629
CUST10401,Jason Miller DDS,Texas,Bachelor,Male,37,No,2,7/8/24,8/17/24,409.12,348
CUST10318,Matthew Ruiz,Washington,Associate,Female,31,Yes,1,8/9/21,4/6/23,229.44,847
CUST10933,Jonathan Lewis,Texas,Associate,Male,37,Yes,3,2/16/22,9/14/23,188.27,686
CUST10458,Jennifer Cook,California,Associate,Female,36,No,0,8/7/22,9/9/22,444.63,1056
CUST10324,Stephanie Austin,Arizona,High School,Non-Binary,70,No,1,10/24/20,8/12/21,293.76,1449
CUST10760,Becky May,Colorado,Master,Female,23,Yes,2,6/7/24,8/16/24,259.96,349
CUST10410,Jay Mercer,Illinois,Master,Male,45,Yes,0,2/1/22,9/22/24,207.46,312
CUST10210,Jon Rich,Illinois,PhD,Non-Binary,34,No,3,8/28/21,11/26/22,375.34,978
CUST10652,William Underwood,Colorado,Associate,Female,36,No,0,5/12/22,7/6/25,947.15,25
CUST10501,Kristopher Powell,Illinois,Bachelor,Female,43,Yes,0,4/26/24,8/29/24,99.34,336
CUST10343,Laura Atkins,Arizona,Bachelor,Non-Binary,52,Yes,1,5/26/23,10/4/23,210.06,666
CUST10703,Gregory Perry,New York,High School,Non-Binary,55,No,2,1/21/22,5/22/22,571.52,1166
CUST10455,Maurice Cook,Illinois,Bachelor,Non-Binary,48,No,0,11/17/21,10/26/22,487.63,1009
CUST10411,Whitney Lucas,Colorado,Associate,Non-Binary,39,No,2,9/4/22,6/6/25,208.74,55
CUST10080,Nicole Burns,New York,Associate,Male,23,No,3,7/9/22,8/16/22,209.32,1080
CUST10607,Adrienne Thomas,Georgia,Bachelor,Male,24,Yes,1,8/1/23,2/29/24,61.15,518
CUST10224,Jacob Yates,Washington,Master,Non-Binary,60,No,0,3/30/23,4/29/25,294.25,93
CUST10436,Sean Santos,Georgia,Bachelor,Non-Binary,68,Yes,2,12/19/21,1/12/23,492.03,931
CUST10976,Dennis Turner,California,Master,Male,30,Yes,2,5/17/24,6/27/24,173.99,399
CUST10016,Melinda Smith,Florida,Associate,Male,65,No,4,12/7/20,9/4/24,98.36,330
CUST10509,Andrew Griffith,Washington,PhD,Male,32,No,0,8/20/23,1/12/24,261.55,566
CUST10226,Darren Bishop,Ohio,Associate,Male,64,Yes,1,1/9/22,10/29/24,67.47,275
CUST10899,Megan Olson,Georgia,Associate,Female,50,Yes,0,3/26/23,11/4/24,290.14,269
CUST10390,Dr. Phillip Brooks,Florida,High School,Male,53,Yes,2,5/29/22,5/14/23,188.08,809
CUST10620,Jesse Pratt,Texas,Master,Male,64,No,0,4/13/23,3/2/25,351.66,151
CUST10938,John Price,California,PhD,Male,44,No,2,8/31/20,8/26/23,100.84,705
CUST10547,Amanda Hall,Washington,Associate,Female,28,No,2,7/3/23,7/22/24,90.06,374
CUST10964,Carla Johnson,Washington,PhD,Non-Binary,19,Yes,1,8/4/23,6/3/24,401.66,423
CUST10758,Nicolas Cruz,Illinois,Master,Male,66,No,1,2/25/22,1/27/24,357.86,551
CUST10929,John Brown,Arizona,PhD,Non-Binary,31,Yes,0,8/6/23,2/7/25,383.69,174
CUST10020,Christopher Sparks,Florida,Bachelor,Female,31,No,0,9/19/23,12/23/23,347.58,586
CUST10163,Scott Mitchell,California,Associate,Non-Binary,28,Yes,2,10/22/20,12/8/24,225.4,235
CUST10842,Jordan Wilson,New York,Bachelor,Male,77,No,1,6/5/24,11/7/24,196.49,266
CUST10963,Tyler Snyder,Colorado,Bachelor,Non-Binary,23,No,0,6/12/21,7/22/21,591.12,1470
CUST10978,Kenneth Vang,Texas,Master,Non-Binary,75,No,0,5/8/21,1/8/25,370.39,204
CUST10168,Cynthia Bradley,Illinois,Bachelor,Female,58,No,1,5/9/21,7/11/21,256.91,1481
CUST10749,Bradley Hicks,Washington,PhD,Non-Binary,24,Yes,2,12/11/23,2/5/24,382.66,542
CUST10729,James Jackson,Illinois,Bachelor,Male,75,No,0,2/8/24,5/7/24,181.74,450
CUST10574,David Jensen,New York,Bachelor,Non-Binary,51,No,4,5/11/21,8/12/23,362.67,719
CUST10310,Luke Duffy,Illinois,PhD,Male,39,Yes,0,11/26/21,11/15/23,342.31,624
CUST10235,Ashley Olson,Arizona,Master,Non-Binary,48,Yes,3,8/25/20,9/22/23,426.51,678
CUST10837,Michael Navarro,California,Bachelor,Female,70,Yes,3,6/4/22,1/3/25,253.52,209
CUST10703,Gregory Perry,New York,High School,Non-Binary,55,No,2,1/21/22,5/11/23,695.26,812
CUST10287,Megan Leon,Illinois,High School,Female,78,No,0,1/9/23,12/10/23,203.76,599
CUST10695,Jennifer Burton,Washington,Master,Male,72,Yes,0,4/5/24,11/7/24,617.67,266
CUST10958,Brandon Moore,Ohio,Associate,Female,31,No,3,5/19/22,5/30/25,323.51,62
CUST10441,Erin Gutierrez,Texas,Associate,Female,56,Yes,1,12/6/21,4/1/23,163.38,852
CUST10406,Kimberly Huynh,California,Bachelor,Male,52,Yes,4,8/24/21,6/12/25,540.76,49
CUST10672,Stephen Wright,Florida,Associate,Non-Binary,75,Yes,0,5/24/21,10/10/23,243.72,660
CUST10483,Robert Oconnell,Illinois,Associate,Female,57,Yes,1,4/22/22,9/27/22,349.19,1038
CUST10541,Joan Smith,Washington,Master,Male,77,No,2,1/29/22,3/11/23,144.17,873
CUST10001,Anthony Gordon,Washington,Associate,Non-Binary,32,No,1,2/20/23,10/3/23,389.14,667
CUST10052,William Kemp,Arizona,PhD,Female,72,Yes,1,8/15/23,9/26/24,526.13,308
CUST10568,Scott Weeks,New York,Associate,Female,62,No,0,7/17/23,2/9/25,632.16,172
CUST10567,Kelsey Hughes,Colorado,Master,Male,65,Yes,0,10/31/21,6/26/24,612.49,400
CUST10174,Michael Velazquez,Texas,Bachelor,Non-Binary,40,No,2,10/23/22,11/15/23,325.37,624
CUST10223,Mr. Jason Jones,Washington,High School,Female,20,No,1,12/3/20,1/5/21,776.92,1668
CUST10079,Amber Moreno,Florida,Bachelor,Male,46,No,3,8/11/23,12/12/24,807.39,231
